countryCode,thematicIdIdentifier,thematicIdIdentifierScheme,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,monitoringSiteName,waterBodyIdentifier,waterBodyIdentifierScheme,waterBodyName,specialisedZoneType,naturalAWBHMWB,reservoir,surfaceWaterBodyTypeCode,subUnitIdentifier,subUnitIdentifierScheme,subUnitName,rbdIdentifier,rbdIdentifierScheme,rbdName,confidentialityStatus,lat,lon
AT,AT1000,euRBDCode,,,,,,,,,,,,,,AT1000,euRBDCode,DANUBE,inapplicable,47.68349,14.76229
AT,AT2000,euRBDCode,,,,,,,,,,,,,,AT2000,euRBDCode,RHINE,inapplicable,47.27943,9.878
AT,AT1001,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT1001,euSubUnitCode,DANUBE,AT1000,euRBDCode,DANUBE,inapplicable,47.68349,14.76229
AT,AT1100,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT1100,euSubUnitCode,DANUBE,AT1000,euRBDCode,DANUBE,inapplicable,47.4166,12.00988
AT,AT1200,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT1200,euSubUnitCode,DANUBE,AT1000,euRBDCode,DANUBE,inapplicable,48.06191,14.86627
AT,AT1300,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT1300,euSubUnitCode,DANUBE,AT1000,euRBDCode,DANUBE,inapplicable,48.65362,16.15634
AT,AT1400,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT1400,euSubUnitCode,DANUBE,AT1000,euRBDCode,DANUBE,inapplicable,47.48702,16.19731
AT,AT1500,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT1500,euSubUnitCode,DANUBE,AT1000,euRBDCode,DANUBE,inapplicable,47.16687,14.92063
AT,AT1600,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT1600,euSubUnitCode,DANUBE,AT1000,euRBDCode,DANUBE,inapplicable,46.8005,13.70058
AT,AT2100,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT2100,euSubUnitCode,RHINE,AT2000,euRBDCode,RHINE,inapplicable,47.27943,9.878
AT,AT5100,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,AT5100,euSubUnitCode,ELBE,AT5000,euRBDCode,ELBE,inapplicable,48.80381,15.06465
BE,BEAM,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEAM,eionetSubUnitCode,AMBLEVE,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BEDE,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEDE,eionetSubUnitCode,DENDRE,BEESCAUT_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,,
BE,BEDY,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEDY,eionetSubUnitCode,DYLE-GETTE,BEESCAUT_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,,
BE,BEES,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEES,eionetSubUnitCode,ESCAUT LYS,BEESCAUT_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,,
BE,BEHA,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEHA,eionetSubUnitCode,HAINE,BEESCAUT_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,,
BE,BELE,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BELE,eionetSubUnitCode,LESSE,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BEMM,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEMM,eionetSubUnitCode,MEUSE AMONT,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BEMO,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEMO,eionetSubUnitCode,MOSELLE,BERHIN_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE RHINE,inapplicable,,
BE,BEMV,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEMV,eionetSubUnitCode,MEUSE AVAL,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BEOI,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEOI,eionetSubUnitCode,OISE,BESEINE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SEINE,inapplicable,,
BE,BEOU,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEOU,eionetSubUnitCode,OURTHE,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BESA,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BESA,eionetSubUnitCode,SAMBRE,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BESC,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BESC,eionetSubUnitCode,SEMOIS-CHIERS,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BESE,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BESE,eionetSubUnitCode,SENNE,BEESCAUT_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,,
BE,BEVE,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEVE,eionetSubUnitCode,VESDRE,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,,
BE,BEESCAUT_RW,euRBDCode,,,,,,,,,,,,,,BEESCAUT_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,50.55519,3.81077
BE,BEESCAUT_SCHELDE_BR,euRBDCode,,,,,,,,,,,,,,BEESCAUT_SCHELDE_BR,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,50.83879,4.37527
BE,BEMAAS_VL,euRBDCode,,,,,,,,,,,,,,BEMAAS_VL,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,51.13338,5.5538
BE,BEMEUSE_RW,euRBDCode,,,,,,,,,,,,,,BEMEUSE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,50.15446,5.38482
BE,BERHIN_RW,euRBDCode,,,,,,,,,,,,,,BERHIN_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE RHINE,inapplicable,49.91007,5.70472
BE,BESCHELDE_VL,euRBDCode,,,,,,,,,,,,,,BESCHELDE_VL,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,51.03505,4.04262
BE,BESEINE_RW,euRBDCode,,,,,,,,,,,,,,BESEINE_RW,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SEINE,inapplicable,49.99172,4.2539
BE,BEMAAS_VL,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BEMAAS_VL,euSubUnitCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,BEMAAS_VL,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE MEUSE,inapplicable,51.13338,5.5538
BE,BESCHELDE_VL,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,BESCHELDE_VL,euSubUnitCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,BESCHELDE_VL,euRBDCode,INTERNATIONAL RIVER BASIN DISTRICT OF THE SCHELDT,inapplicable,51.03505,4.04262
BG,BG1000,euRBDCode,,,,,,,,,,,,,,BG1000,euRBDCode,DANUBE,inapplicable,43.14879,24.72896
BG,BG2000,euRBDCode,,,,,,,,,,,,,,BG2000,euRBDCode,BLACK SEA,inapplicable,42.69236,27.40912
BG,BG3000,euRBDCode,,,,,,,,,,,,,,BG3000,euRBDCode,EAST AEGEAN,inapplicable,42.04159,25.41705
BG,BG4000,euRBDCode,,,,,,,,,,,,,,BG4000,euRBDCode,WEST AEGEAN,inapplicable,42.07349,23.22806
CH,CHRBD-1,eionetRBDCode,,,,,,,,,,,,,,CHRBD-1,eionetRBDCode,RHINE,inapplicable,47.06708,8.15005
CH,CHRBD-2,eionetRBDCode,,,,,,,,,,,,,,CHRBD-2,eionetRBDCode,RHONE,inapplicable,46.27011,7.4767
CH,CHRBD-3,eionetRBDCode,,,,,,,,,,,,,,CHRBD-3,eionetRBDCode,DANUBE,inapplicable,46.6677,10.13005
CH,CHRBD-4,eionetRBDCode,,,,,,,,,,,,,,CHRBD-4,eionetRBDCode,PO,inapplicable,46.22195,8.86542
CH,CH1010,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CH1010,eionetSubUnitCode,REZGUS,CHRBD-1,eionetRBDCode,RHINE,inapplicable,,
CH,CH5002,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CH5002,eionetSubUnitCode,DOUBS,CHRBD-2,eionetRBDCode,RHONE,inapplicable,,
CH,CH5003,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CH5003,eionetSubUnitCode,RHO-EZGUS,CHRBD-2,eionetRBDCode,RHONE,inapplicable,,
CH,CH6001,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CH6001,eionetSubUnitCode,TICINO,CHRBD-4,eionetRBDCode,PO,inapplicable,,
CH,CH6006,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CH6006,eionetSubUnitCode,PO-EZGUS,CHRBD-4,eionetRBDCode,PO,inapplicable,,
CH,CH8001,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CH8001,eionetSubUnitCode,INN,CHRBD-3,eionetRBDCode,DANUBE,inapplicable,,
CH,CH8002,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CH8002,eionetSubUnitCode,INNS-CHANF,CHRBD-3,eionetRBDCode,DANUBE,inapplicable,,
CH,CHINNS-CHANF,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHINNS-CHANF,eionetSubUnitCode,INNS-CHANF,CHRBD-3,eionetRBDCode,DANUBE,inapplicable,,
CH,CHREZGUS,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHREZGUS,eionetSubUnitCode,RHINE DOWNSTREAM OF THE ALPINE LAKES,CHRBD-1,eionetRBDCode,RHINE,inapplicable,,
CH,CHRHINEWEIL,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHRHINEWEIL,eionetSubUnitCode,RHINEWEIL_CH-PART,CHRBD-1,eionetRBDCode,RHINE,inapplicable,,
CH,CHRHONECHANCY,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHRHONECHANCY,eionetSubUnitCode,RHONECHANCY_CH-PART,CHRBD-2,eionetRBDCode,RHONE,inapplicable,,
CH,CHRHONEEMISSAIRE,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHRHONEEMISSAIRE,eionetSubUnitCode,RHONEEMISSAIRE_CH-PART,CHRBD-2,eionetRBDCode,RHONE,inapplicable,,
CH,CHRHONEPDSCEX,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHRHONEPDSCEX,eionetSubUnitCode,RHONE UPSTREAM LAKE GENEVA,CHRBD-2,eionetRBDCode,RHONE,inapplicable,,
CH,CHSU-1,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHSU-1,eionetSubUnitCode,RHINE,CHRBD-1,eionetRBDCode,RHINE,inapplicable,47.06708,8.15005
CH,CHSU-2,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHSU-2,eionetSubUnitCode,RHONE,CHRBD-2,eionetRBDCode,RHONE,inapplicable,46.27011,7.4767
CH,CHSU-3,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHSU-3,eionetSubUnitCode,DANUBE,CHRBD-3,eionetRBDCode,DANUBE,inapplicable,46.6677,10.13005
CH,CHSU-4,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHSU-4,eionetSubUnitCode,PO,CHRBD-4,eionetRBDCode,PO,inapplicable,46.22195,8.86542
CH,CHSU-5,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHSU-5,eionetSubUnitCode,ADIGE,CHRBD-5,eionetRBDCode,ADIGE,inapplicable,46.59708,10.40694
CH,CHTICINO,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHTICINO,eionetSubUnitCode,TICINO CATCHMENT,CHRBD-4,eionetRBDCode,PO,inapplicable,,
CH,CHTICINORIAZZINO,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CHTICINORIAZZINO,eionetSubUnitCode,TICINORIAZZINO-CH-PART,CHRBD-4,eionetRBDCode,PO,inapplicable,,
CY,CY001,euRBDCode,,,,,,,,,,,,,,CY001,euRBDCode,CYPRUS,inapplicable,35.12902,33.23153
CZ,CZ1000,euRBDCode,,,,,,,,,,,,,,CZ1000,euRBDCode,DANUBE,inapplicable,49.43052,17.07596
CZ,CZ5000,euRBDCode,,,,,,,,,,,,,,CZ5000,euRBDCode,ELBE,inapplicable,49.80375,14.51824
CZ,CZ6000,euRBDCode,,,,,,,,,,,,,,CZ6000,euRBDCode,ODRA,inapplicable,49.92102,17.79042
CZ,CZBER,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZBER,euSubUnitCode,BEROUNKA,CZ5000,euRBDCode,ELBE,inapplicable,49.69869,13.34034
CZ,CZDUN,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZDUN,euSubUnitCode,OTHER TRIBUTARIES OF THE DANUBE,CZ1000,euRBDCode,DANUBE,inapplicable,49.6536,12.59396
CZ,CZDVL,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZDVL,euSubUnitCode,LOWER VLTAVA,CZ5000,euRBDCode,ELBE,inapplicable,49.82968,14.64707
CZ,CZDYJ,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZDYJ,euSubUnitCode,DYJE,CZ1000,euRBDCode,DANUBE,inapplicable,49.20625,16.13817
CZ,CZHOD,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZHOD,euSubUnitCode,UPPER ODRA,CZ6000,euRBDCode,ODRA,inapplicable,49.92102,17.79042
CZ,CZHSL,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZHSL,euSubUnitCode,UPPER AND MIDDLE ELBE,CZ5000,euRBDCode,ELBE,inapplicable,50.25708,15.42976
CZ,CZHVL,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZHVL,euSubUnitCode,UPPER VLTAVA,CZ5000,euRBDCode,ELBE,inapplicable,49.1043,14.2837
CZ,CZLNO,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZLNO,euSubUnitCode,LUŽICKÁ NISA AND OTHER TRIBUTARIES OF THE ODRA,CZ6000,euRBDCode,ODRA,inapplicable,50.8579,15.05683
CZ,CZMOV,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZMOV,euSubUnitCode,MORAVA AND TRIBUTARIES OF THE VÁH,CZ1000,euRBDCode,DANUBE,inapplicable,49.43052,17.62822
CZ,CZOHL,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,CZOHL,euSubUnitCode,"OHŘE, LOWER ELBE AND OTHER TRIBUTARIES OF THE ELBE",CZ5000,euRBDCode,ELBE,inapplicable,50.49269,13.82903
DE,DE1000,euRBDCode,,,,,,,,,,,,,,DE1000,euRBDCode,DONAU,inapplicable,48.65079,11.87766
DE,DE2000,euRBDCode,,,,,,,,,,,,,,DE2000,euRBDCode,RHEIN,inapplicable,50.00909,8.98876
DE,DE3000,euRBDCode,,,,,,,,,,,,,,DE3000,euRBDCode,EMS,inapplicable,52.63151,7.58613
DE,DE4000,euRBDCode,,,,,,,,,,,,,,DE4000,euRBDCode,WESER,inapplicable,51.82277,9.44409
DE,DE5000,euRBDCode,,,,,,,,,,,,,,DE5000,euRBDCode,ELBE,inapplicable,52.13534,12.86925
DE,DE6000,euRBDCode,,,,,,,,,,,,,,DE6000,euRBDCode,ODER,inapplicable,53.44794,14.19964
DE,DE7000,euRBDCode,,,,,,,,,,,,,,DE7000,euRBDCode,MAAS,inapplicable,51.10896,6.28501
DE,DE9500,euRBDCode,,,,,,,,,,,,,,DE9500,euRBDCode,EIDER,inapplicable,54.53531,8.76783
DE,DE9610,euRBDCode,,,,,,,,,,,,,,DE9610,euRBDCode,SCHLEI/TRAVE,inapplicable,54.21165,10.79018
DE,DE9650,euRBDCode,,,,,,,,,,,,,,DE9650,euRBDCode,WARNOW/PEENE,inapplicable,54.11098,12.67514
DK,DK1,euRBDCode,,,,,,,,,,,,,,DK1,euRBDCode,JUTLAND AND FUNEN,inapplicable,56.23672,9.4874
DK,DK2,euRBDCode,,,,,,,,,,,,,,DK2,euRBDCode,SEALAND,inapplicable,55.37243,11.84605
DK,DK3,euRBDCode,,,,,,,,,,,,,,DK3,euRBDCode,BORNHOLM,inapplicable,55.14225,14.92984
DK,DK4,euRBDCode,,,,,,,,,,,,,,DK4,euRBDCode,VIDAA-KRUSAA,inapplicable,54.97532,9.04974
EE,EE1SU1,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE1SU1,eionetSubUnitCode,LÄÄNESAARTE,EE1,euRBDCode,LÄÄNE-EESTI VESIKOND,inapplicable,,
EE,EE1SU2,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE1SU2,eionetSubUnitCode,MATSALU,EE1,euRBDCode,LÄÄNE-EESTI VESIKOND,inapplicable,,
EE,EE1SU3,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE1SU3,eionetSubUnitCode,PÄRNU,EE1,euRBDCode,LÄÄNE-EESTI VESIKOND,inapplicable,,
EE,EE1SU4,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE1SU4,eionetSubUnitCode,HARJU,EE1,euRBDCode,LÄÄNE-EESTI VESIKOND,inapplicable,,
EE,EE2SU5,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE2SU5,eionetSubUnitCode,VIRU,EE2,euRBDCode,IDA-EESTI VESIKOND,inapplicable,,
EE,EE2SU7,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE2SU7,eionetSubUnitCode,VORTSJÄRVE,EE2,euRBDCode,IDA-EESTI VESIKOND,inapplicable,,
EE,EE2SU8,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE2SU8,eionetSubUnitCode,PEIPSI,EE2,euRBDCode,IDA-EESTI VESIKOND,inapplicable,,
EE,EE3SU9,eionetSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,EE3SU9,eionetSubUnitCode,MUSTJOE,EE3,euRBDCode,KOIVA VESIKOND,inapplicable,,
EE,EE1,euRBDCode,,,,,,,,,,,,,,EE1,euRBDCode,LÄÄNE-EESTI VESIKOND,inapplicable,58.70643,23.7381
EE,EE2,euRBDCode,,,,,,,,,,,,,,EE2,euRBDCode,IDA-EESTI VESIKOND,inapplicable,58.6947,26.8891
EE,EE3,euRBDCode,,,,,,,,,,,,,,EE3,euRBDCode,KOIVA VESIKOND,inapplicable,57.687,26.6218
EL,EL01,euRBDCode,,,,,,,,,,,,,,EL01,euRBDCode,WESTERN PELOPONNESE,inapplicable,37.30386,21.8809
EL,EL02,euRBDCode,,,,,,,,,,,,,,EL02,euRBDCode,NORTHERN PELOPONNESE,inapplicable,38.0169,22.0774
EL,EL05,euRBDCode,,,,,,,,,,,,,,EL05,euRBDCode,EPIRUS,inapplicable,39.5891,20.68052
EL,EL07,euRBDCode,,,,,,,,,,,,,,EL07,euRBDCode,EASTERN STEREA ELLADA,inapplicable,38.48715,23.24375
EL,EL08,euRBDCode,,,,,,,,,,,,,,EL08,euRBDCode,THESSALIA,inapplicable,39.57732,22.22579
EL,EL09,euRBDCode,,,,,,,,,,,,,,EL09,euRBDCode,WESTERN MACEDONIA,inapplicable,40.49467,21.80996
EL,EL10,euRBDCode,,,,,,,,,,,,,,EL10,euRBDCode,CENTRAL MACEDONIA,inapplicable,40.61739,23.00132
EL,EL11,euRBDCode,,,,,,,,,,,,,,EL11,euRBDCode,EASTERN MACEDONIA,inapplicable,41.00751,23.82716
EL,EL12,euRBDCode,,,,,,,,,,,,,,EL12,euRBDCode,THRACE,inapplicable,41.23504,25.36024
EL,EL13,euRBDCode,,,,,,,,,,,,,,EL13,euRBDCode,CRETE,inapplicable,35.30546,24.63317
EL,EL14,euRBDCode,,,,,,,,,,,,,,EL14,euRBDCode,AEGEAN ISLANDS,inapplicable,39.17604,26.18672
ES,ES010,euRBDCode,,,,,,,,,,,,,,ES010,euRBDCode,MINHO,inapplicable,42.62666,-7.06726
ES,ES014,euRBDCode,,,,,,,,,,,,,,ES014,euRBDCode,GALICIAN COAST,inapplicable,42.8395,-8.52377
ES,ES017,euRBDCode,,,,,,,,,,,,,,ES017,euRBDCode,EASTERN CANTABRIAN,inapplicable,43.18734,-2.33537
ES,ES018,euRBDCode,,,,,,,,,,,,,,ES018,euRBDCode,WESTERN CANTABRIAN,inapplicable,43.18945,-5.26554
ES,ES020,euRBDCode,,,,,,,,,,,,,,ES020,euRBDCode,DUERO,inapplicable,41.65923,-4.13991
ES,ES030,euRBDCode,,,,,,,,,,,,,,ES030,euRBDCode,TAGUS,inapplicable,40.23218,-3.84263
ES,ES040,euRBDCode,,,,,,,,,,,,,,ES040,euRBDCode,GUADIANA,inapplicable,38.6503,-5.80476
ES,ES050,euRBDCode,,,,,,,,,,,,,,ES050,euRBDCode,GUADALQUIVIR,inapplicable,37.71854,-4.31941
ES,ES060,euRBDCode,,,,,,,,,,,,,,ES060,euRBDCode,ANDALUSIA MEDITERRANEAN BASINS,inapplicable,36.80965,-3.58952
ES,ES063,euRBDCode,,,,,,,,,,,,,,ES063,euRBDCode,GUADALETE AND BARBATE,inapplicable,36.47901,-5.75827
ES,ES064,euRBDCode,,,,,,,,,,,,,,ES064,euRBDCode,"TINTO, ODIEL AND PIEDRAS",inapplicable,37.4876,-6.86604
ES,ES070,euRBDCode,,,,,,,,,,,,,,ES070,euRBDCode,SEGURA,inapplicable,38.11555,-1.63191
ES,ES080,euRBDCode,,,,,,,,,,,,,,ES080,euRBDCode,JUCAR,inapplicable,39.66838,-0.95916
ES,ES091,euRBDCode,,,,,,,,,,,,,,ES091,euRBDCode,EBRO,inapplicable,41.75761,-0.12795
ES,ES100,euRBDCode,,,,,,,,,,,,,,ES100,euRBDCode,INTERNAL BASINS OF CATALONIA,inapplicable,41.64239,2.10738
ES,ES110,euRBDCode,,,,,,,,,,,,,,ES110,euRBDCode,BALEARIC ISLANDS,inapplicable,39.5434,2.85687
ES,ES120,euRBDCode,,,,,,,,,,,,,,ES120,euRBDCode,GRAN CANARIA,inapplicable,27.95749,-15.5972
ES,ES124,euRBDCode,,,,,,,,,,,,,,ES124,euRBDCode,TENERIFE,inapplicable,28.29628,-16.62133
ES,ES125,euRBDCode,,,,,,,,,,,,,,ES125,euRBDCode,LA PALMA,inapplicable,28.65733,-17.86599
ES,ES160,euRBDCode,,,,,,,,,,,,,,ES160,euRBDCode,MELILLA,inapplicable,35.29622,-2.94084
FI,FIVHA1,euRBDCode,,,,,,,,,,,,,,FIVHA1,euRBDCode,VUOKSI RIVER BASIN DISTRICT,inapplicable,62.31414,29.13977
FI,FIVHA2,euRBDCode,,,,,,,,,,,,,,FIVHA2,euRBDCode,KYMIJOKI-GULF OF FINLAND RIVER BASIN DISTRICT,inapplicable,61.82285,25.37218
FI,FIVHA3,euRBDCode,,,,,,,,,,,,,,FIVHA3,euRBDCode,KOKEMÄENJOKI-ARCHIPELAGO SEA-BOTHNIAN SEA RIVER BASIN DISTRICT,inapplicable,62.00497,22.94575
FI,FIVHA4,euRBDCode,,,,,,,,,,,,,,FIVHA4,euRBDCode,OULUJOKI-IIJOKI RIVER BASIN DISTRICT,inapplicable,65.14716,27.1843
FI,FIVHA5,euRBDCode,,,,,,,,,,,,,,FIVHA5,euRBDCode,KEMIJOKI RIVER BASIN DISTRICT,inapplicable,67.10118,26.91337
FI,FIVHA6,euRBDCode,,,,,,,,,,,,,,FIVHA6,euRBDCode,TORNIONJOKI IRBD,inapplicable,67.46222,23.9432
